"source","target","type","label"
"J. J. Johnson","Marcus McLaurine","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"J. J. Johnson","Cleotha Staple","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"J. J. Johnson","Sulé O'Uhuru","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"J. J. Johnson","Abbey Lincoln","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"The Noel Singers","Gordy Ryan","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"The Noel Singers","Rodney Kendrick","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"The Noel Singers","Yoron Israel","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"The Noel Singers","Marcus McLaurine","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"The Noel Singers","Cleotha Staple","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"The Noel Singers","Sulé O'Uhuru","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"The Noel Singers","Abbey Lincoln","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Gordy Ryan","Rodney Kendrick","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Gordy Ryan","Yoron Israel","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Gordy Ryan","Marcus McLaurine","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Gordy Ryan","Cleotha Staple","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Gordy Ryan","Sulé O'Uhuru","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Gordy Ryan","Abbey Lincoln","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Rodney Kendrick","Yoron Israel","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Rodney Kendrick","Marcus McLaurine","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Rodney Kendrick","Cleotha Staple","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Rodney Kendrick","Sulé O'Uhuru","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Rodney Kendrick","Abbey Lincoln","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Yoron Israel","Marcus McLaurine","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Yoron Israel","Cleotha Staple","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Yoron Israel","Sulé O'Uhuru","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Yoron Israel","Abbey Lincoln","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Marcus McLaurine","Cleotha Staple","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Marcus McLaurine","Sulé O'Uhuru","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Marcus McLaurine","Abbey Lincoln","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Cleotha Staple","Sulé O'Uhuru","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Cleotha Staple","Abbey Lincoln","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Sulé O'Uhuru","Abbey Lincoln","undirected","February 24 & 25, 1992, BMG Studios, New York City"
"Hank Jones","Abbey Lincoln","undirected","October 4-6, 1992, Studio Davout, Paris, France"
"Billy Johnson","Rodney Kendrick","undirected","July 5, 1992, Theaterhaus, Jazzgipfel, Stuttgart, Germany"
"Billy Johnson","Mark Johnson","undirected","July 5, 1992, Theaterhaus, Jazzgipfel, Stuttgart, Germany"
"Billy Johnson","Abbey Lincoln","undirected","July 5, 1992, Theaterhaus, Jazzgipfel, Stuttgart, Germany"
"Rodney Kendrick","Mark Johnson","undirected","July 5, 1992, Theaterhaus, Jazzgipfel, Stuttgart, Germany"
"Rodney Kendrick","Abbey Lincoln","undirected","July 5, 1992, Theaterhaus, Jazzgipfel, Stuttgart, Germany"
"Mark Johnson","Abbey Lincoln","undirected","July 5, 1992, Theaterhaus, Jazzgipfel, Stuttgart, Germany"
"Abbey Lincoln","Michael Bowie","undirected","November 22, 1992, Monmouth County Library, Shrewsbury, NJ"
"Abbey Lincoln","Rodney Kendrick","undirected","November 22, 1992, Monmouth County Library, Shrewsbury, NJ"
"Abbey Lincoln","Aaron Walker","undirected","November 22, 1992, Monmouth County Library, Shrewsbury, NJ"
"Michael Bowie","Rodney Kendrick","undirected","November 22, 1992, Monmouth County Library, Shrewsbury, NJ"
"Michael Bowie","Aaron Walker","undirected","November 22, 1992, Monmouth County Library, Shrewsbury, NJ"
"Rodney Kendrick","Aaron Walker","undirected","November 22, 1992, Monmouth County Library, Shrewsbury, NJ"
"Robert Whitley","Abbey Lincoln","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Robert Whitley","Max Roach","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Robert Whitley","Julian Priester","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Robert Whitley","Eric Dolphy","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Robert Whitley","Art Davis","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Robert Whitley","Roger 'Montego Joe' Sanders","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Robert Whitley","Walter Benton","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Robert Whitley","Booker Little","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Robert Whitley","Mal Waldron","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Robert Whitley","Coleman Hawkins","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Abbey Lincoln","Max Roach","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Abbey Lincoln","Julian Priester","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Abbey Lincoln","Eric Dolphy","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Abbey Lincoln","Art Davis","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Abbey Lincoln","Roger 'Montego Joe' Sanders","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Abbey Lincoln","Walter Benton","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Abbey Lincoln","Booker Little","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Abbey Lincoln","Mal Waldron","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Abbey Lincoln","Coleman Hawkins","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Max Roach","Julian Priester","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Max Roach","Eric Dolphy","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Max Roach","Art Davis","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Max Roach","Roger 'Montego Joe' Sanders","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Max Roach","Walter Benton","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Max Roach","Booker Little","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Max Roach","Mal Waldron","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Max Roach","Coleman Hawkins","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Julian Priester","Eric Dolphy","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Julian Priester","Art Davis","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Julian Priester","Roger 'Montego Joe' Sanders","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Julian Priester","Walter Benton","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Julian Priester","Booker Little","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Julian Priester","Mal Waldron","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Julian Priester","Coleman Hawkins","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Eric Dolphy","Art Davis","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Eric Dolphy","Roger 'Montego Joe' Sanders","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Eric Dolphy","Walter Benton","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Eric Dolphy","Booker Little","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Eric Dolphy","Mal Waldron","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Eric Dolphy","Coleman Hawkins","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Art Davis","Roger 'Montego Joe' Sanders","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Art Davis","Walter Benton","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Art Davis","Booker Little","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Art Davis","Mal Waldron","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Art Davis","Coleman Hawkins","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Roger 'Montego Joe' Sanders","Walter Benton","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Roger 'Montego Joe' Sanders","Booker Little","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Roger 'Montego Joe' Sanders","Mal Waldron","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Roger 'Montego Joe' Sanders","Coleman Hawkins","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Walter Benton","Booker Little","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Walter Benton","Mal Waldron","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Walter Benton","Coleman Hawkins","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Booker Little","Mal Waldron","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Booker Little","Coleman Hawkins","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Mal Waldron","Coleman Hawkins","undirected","February 22, 1961, Nola Penthouse Studios, New York City"
"Abbey Lincoln","Rodney Kendrick","undirected","March 29, 1993, Schomburg Center For Research In Black Culture, New York City"
"Abbey Lincoln","Mark Helias","undirected","March 29, 1993, Schomburg Center For Research In Black Culture, New York City"
"Abbey Lincoln","Aaron Walker","undirected","March 29, 1993, Schomburg Center For Research In Black Culture, New York City"
"Rodney Kendrick","Mark Helias","undirected","March 29, 1993, Schomburg Center For Research In Black Culture, New York City"
"Rodney Kendrick","Aaron Walker","undirected","March 29, 1993, Schomburg Center For Research In Black Culture, New York City"
"Mark Helias","Aaron Walker","undirected","March 29, 1993, Schomburg Center For Research In Black Culture, New York City"
"Rodney Kendrick","Michael Bowie","undirected","1993, Sweet Basil, New York City"
"Rodney Kendrick","Yoron Israel","undirected","1993, Sweet Basil, New York City"
"Rodney Kendrick","Abbey Lincoln","undirected","1993, Sweet Basil, New York City"
"Michael Bowie","Yoron Israel","undirected","1993, Sweet Basil, New York City"
"Michael Bowie","Abbey Lincoln","undirected","1993, Sweet Basil, New York City"
"Yoron Israel","Abbey Lincoln","undirected","1993, Sweet Basil, New York City"
"James Weidman","Harold Vick","undirected","November 6 & 7, 1987, Universal Jazz Coalition, New York City"
"James Weidman","Tarik Shah","undirected","November 6 & 7, 1987, Universal Jazz Coalition, New York City"
"James Weidman","Mark Johnson","undirected","November 6 & 7, 1987, Universal Jazz Coalition, New York City"
"James Weidman","Abbey Lincoln","undirected","November 6 & 7, 1987, Universal Jazz Coalition, New York City"
"Harold Vick","Tarik Shah","undirected","November 6 & 7, 1987, Universal Jazz Coalition, New York City"
"Harold Vick","Mark Johnson","undirected","November 6 & 7, 1987, Universal Jazz Coalition, New York City"
"Harold Vick","Abbey Lincoln","undirected","November 6 & 7, 1987, Universal Jazz Coalition, New York City"
"Tarik Shah","Mark Johnson","undirected","November 6 & 7, 1987, Universal Jazz Coalition, New York City"
"Tarik Shah","Abbey Lincoln","undirected","November 6 & 7, 1987, Universal Jazz Coalition, New York City"
"Mark Johnson","Abbey Lincoln","undirected","November 6 & 7, 1987, Universal Jazz Coalition, New York City"
"James Weidman","Mark Johnson","undirected","August 16, 1986, Peppermint Lounge, Orange, NJ"
"James Weidman","Billy Johnson","undirected","August 16, 1986, Peppermint Lounge, Orange, NJ"
"James Weidman","Bemshee Shirer","undirected","August 16, 1986, Peppermint Lounge, Orange, NJ"
"James Weidman","Cassandra Wilson","undirected","August 16, 1986, Peppermint Lounge, Orange, NJ"
"James Weidman","Abbey Lincoln","undirected","August 16, 1986, Peppermint Lounge, Orange, NJ"
"Mark Johnson","Billy Johnson","undirected","August 16, 1986, Peppermint Lounge, Orange, NJ"
"Mark Johnson","Bemshee Shirer","undirected","August 16, 1986, Peppermint Lounge, Orange, NJ"
"Mark Johnson","Cassandra Wilson","undirected","August 16, 1986, Peppermint Lounge, Orange, NJ"
"Mark Johnson","Abbey Lincoln","undirected","August 16, 1986, Peppermint Lounge, Orange, NJ"
"Billy Johnson","Bemshee Shirer","undirected","August 16, 1986, Peppermint Lounge, Orange, NJ"
"Billy Johnson","Cassandra Wilson","undirected","August 16, 1986, Peppermint Lounge, Orange, NJ"
"Billy Johnson","Abbey Lincoln","undirected","August 16, 1986, Peppermint Lounge, Orange, NJ"
"Bemshee Shirer","Cassandra Wilson","undirected","August 16, 1986, Peppermint Lounge, Orange, NJ"
"Bemshee Shirer","Abbey Lincoln","undirected","August 16, 1986, Peppermint Lounge, Orange, NJ"
"Cassandra Wilson","Abbey Lincoln","undirected","August 16, 1986, Peppermint Lounge, Orange, NJ"
"James Weidman","Mark Johnson","undirected","July 29, 1984, Peppermint Lounge, Orange, NJ"
"James Weidman","Billy Johnson","undirected","July 29, 1984, Peppermint Lounge, Orange, NJ"
"James Weidman","Bemshee Shirer","undirected","July 29, 1984, Peppermint Lounge, Orange, NJ"
"James Weidman","Cassandra Wilson","undirected","July 29, 1984, Peppermint Lounge, Orange, NJ"
"James Weidman","Abbey Lincoln","undirected","July 29, 1984, Peppermint Lounge, Orange, NJ"
"Mark Johnson","Billy Johnson","undirected","July 29, 1984, Peppermint Lounge, Orange, NJ"
"Mark Johnson","Bemshee Shirer","undirected","July 29, 1984, Peppermint Lounge, Orange, NJ"
"Mark Johnson","Cassandra Wilson","undirected","July 29, 1984, Peppermint Lounge, Orange, NJ"
"Mark Johnson","Abbey Lincoln","undirected","July 29, 1984, Peppermint Lounge, Orange, NJ"
"Billy Johnson","Bemshee Shirer","undirected","July 29, 1984, Peppermint Lounge, Orange, NJ"
"Billy Johnson","Cassandra Wilson","undirected","July 29, 1984, Peppermint Lounge, Orange, NJ"
"Billy Johnson","Abbey Lincoln","undirected","July 29, 1984, Peppermint Lounge, Orange, NJ"
"Bemshee Shirer","Cassandra Wilson","undirected","July 29, 1984, Peppermint Lounge, Orange, NJ"
"Bemshee Shirer","Abbey Lincoln","undirected","July 29, 1984, Peppermint Lounge, Orange, NJ"
"Cassandra Wilson","Abbey Lincoln","undirected","July 29, 1984, Peppermint Lounge, Orange, NJ"
"James Weidman","Steve Coleman","undirected","November 1983, Classic Sound, New York City"
"James Weidman","Arlene Knox","undirected","November 1983, Classic Sound, New York City"
"James Weidman","Mark Johnson","undirected","November 1983, Classic Sound, New York City"
"James Weidman","Billy Johnson","undirected","November 1983, Classic Sound, New York City"
"James Weidman","Bemshee Shirer","undirected","November 1983, Classic Sound, New York City"
"James Weidman","Naima Williams","undirected","November 1983, Classic Sound, New York City"
"James Weidman","Jerry Gonzalez","undirected","November 1983, Classic Sound, New York City"
"James Weidman","Abbey Lincoln","undirected","November 1983, Classic Sound, New York City"
